ulid,flight_id,position,altitude,speed,datetime,meta,created_at,updated_at
01h0knzwrtj5111b8a0dtsr20r,01h0knzrchhhtjr2r1p2pzgncj,0x000000000101000000F33709DED0325C4094366339961A1DC0,51,15,2023-05-17 01:43:32,"{""lla"": {""lat"": -7.275963684731044, ""lng"": 112.79399825000824}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 92.76251307494348, ""coordinate"": {""x"": -8.134604922008721, ""y"": -8.860552516105162, ""z"": 51}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwrtp726bssa38069q9t,01h0knzrchhhtjr2r1p2pzgncj,0x0000000001010000009803E272D0325C40F61FCD759D1A1DC0,51,15,2023-05-17 01:43:31,"{""lla"": {""lat"": -7.275991287846422, ""lng"": 112.79397270271072}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 90.25541812697205, ""coordinate"": {""x"": -10.95246519800657, ""y"": -11.929884364339712, ""z"": 51}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzws01w97tm2cxcxchj2h,01h0knzrchhhtjr2r1p2pzgncj,0x0000000001010000004D6C3049D1325C40A34DF9FC8E1A1DC0,51,15,2023-05-17 01:43:33,"{""lla"": {""lat"": -7.275936081615667, ""lng"": 112.79402379730575}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 95.26960802291494, ""coordinate"": {""x"": -5.316744646010871, ""y"": -5.791220859217534, ""z"": 51}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzws13wehv58absqva9hg,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000062670A9DD7325C402594BE10721E1DC0,52,15,2023-05-17 01:42:55,"{""lla"": {""lat"": -7.279732, ""lng"": 112.79441}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 0, ""coordinate"": {""x"": 37.28131214077969, ""y"": -427.88058412780384, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzws174mgm18ce2m0s74r,01h0knzrchhhtjr2r1p2pzgncj,0x000000000101000000E79D57B4D1325C4042648FC0871A1DC0,51,15,2023-05-17 01:43:34,"{""lla"": {""lat"": -7.27590847850029, ""lng"": 112.79404934460328}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 97.7767029708864, ""coordinate"": {""x"": -2.4988843718606693, ""y"": -2.721889389750581, ""z"": 51}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzws8bz3rpv5fpsrwzhq5,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000058129A11D7325C40E8CD726C601E1DC0,52,15,2023-05-17 01:42:57,"{""lla"": {""lat"": -7.2796647019454195, ""lng"": 112.794376755202}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.4498745751826014, ""coordinate"": {""x"": 33.614419561850575, ""y"": -420.39730651698886, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzws8m4r8x5ah2thdfswg,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000DD3C5257D7325C4006B1983E691E1DC0,52,15,2023-05-17 01:42:56,"{""lla"": {""lat"": -7.27969835097271, ""lng"": 112.794393377601}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.2249372875913007, ""coordinate"": {""x"": 35.44786585316278, ""y"": -424.138945183361, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsawvjm24xhxp5pefv4,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000D2E7E1CBD6325C40CAEA4C9A571E1DC0,52,15,2023-05-17 01:42:58,"{""lla"": {""lat"": -7.27963105291813, ""lng"": 112.79436013280302}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.6748118627739017, ""coordinate"": {""x"": 31.78097327608131, ""y"": -416.65566813376864, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsfcnz0krk30m96a614,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000088957140D6325C408D2401F6451E1DC0,52,15,2023-05-17 01:43:00,"{""lla"": {""lat"": -7.279563754863549, ""lng"": 112.79432688800505}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 6.124686437956503, ""coordinate"": {""x"": 28.114080698999835, ""y"": -409.1723922067373, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsfs9xce16pqa8ec612,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000004DBD2986D6325C40AB0727C84E1E1DC0,52,15,2023-05-17 01:42:59,"{""lla"": {""lat"": -7.27959740389084, ""lng"": 112.79434351040403}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.899749150365203, ""coordinate"": {""x"": 29.947526988464393, ""y"": -412.91403003081336, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsgwkhfqa4b1k5fcwt3,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000026BB9FAD5325C40DF41DB233D1E1DC0,52,15,2023-05-17 01:43:01,"{""lla"": {""lat"": -7.279530105836259, ""lng"": 112.79431026560604}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 7.349623725547803, ""coordinate"": {""x"": 26.28063440953527, ""y"": -405.43075466431185, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsnqxt57k11xf2xzwev,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000007D4001B5D5325C40C15EB551341E1DC0,52,15,2023-05-17 01:43:02,"{""lla"": {""lat"": -7.279496456808969, ""lng"": 112.79429364320706}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 8.574561013139105, ""coordinate"": {""x"": 24.447188123766008, ""y"": -401.6891174037681, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsp15nag9bm7rczwwer,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000073EB9029D5325C40849869AD221E1DC0,52,15,2023-05-17 01:43:04,"{""lla"": {""lat"": -7.279429158754389, ""lng"": 112.79426039840908}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 11.024435588321706, ""coordinate"": {""x"": 20.78029554668454, ""y"": -394.205843721974, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwspbyysbv4r2ynmzpmq,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000F815496FD5325C40A27B8F7F2B1E1DC0,52,15,2023-05-17 01:43:03,"{""lla"": {""lat"": -7.279462807781679, ""lng"": 112.79427702080804}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 9.799498300730406, ""coordinate"": {""x"": 22.613741836149096, ""y"": -397.9474804234892, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsvcqhqed3j075jjq61,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000006896209ED4325C4047D21D09111E1DC0,52,15,2023-05-17 01:43:06,"{""lla"": {""lat"": -7.279361860699809, ""lng"": 112.79422715361108}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 13.474310163504308, ""coordinate"": {""x"": 17.113402969603065, ""y"": -386.7225711659743, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwsvyvcfaf643nkjdrqk,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000EEC0D8E3D4325C4065B543DB191E1DC0,52,15,2023-05-17 01:43:05,"{""lla"": {""lat"": -7.279395509727099, ""lng"": 112.79424377601008}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 12.249372875913004, ""coordinate"": {""x"": 18.946849259067623, ""y"": -390.4642073039571, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwswrswak567wb0eqeyc,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000E36B6858D4325C4029EFF736081E1DC0,52,15,2023-05-17 01:43:07,"{""lla"": {""lat"": -7.279328211672518, ""lng"": 112.79421053121207}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 14.699247451095609, ""coordinate"": {""x"": 15.2799566838338, ""y"": -382.980935307679, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwt0fn58jvnwcef9brgm,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000005E41B012D4325C400A0CD264FF1D1DC0,52,15,2023-05-17 01:43:08,"{""lla"": {""lat"": -7.279294562645228, ""lng"": 112.7941939088131}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 15.924184738686908, ""coordinate"": {""x"": 13.44651039436924, ""y"": -379.23929973034143, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwt117xwex06z2cxjx7f,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000D916F8CCD3325C40EC28AC92F61D1DC0,52,15,2023-05-17 01:43:09,"{""lla"": {""lat"": -7.279260913617939, ""lng"": 112.7941772864141}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 17.14912202627821, ""coordinate"": {""x"": 11.613064106752327, ""y"": -375.49766443465455, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwt2syfnys36j8r78pb4,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000013EF3F87D3325C40CD4586C0ED1D1DC0,52,15,2023-05-17 01:43:10,"{""lla"": {""lat"": -7.279227264590648, ""lng"": 112.79416066401512}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 18.37405931386951, ""coordinate"": {""x"": 9.779617817287768, ""y"": -371.75602941796234, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwth3xsmybpwyvwf7sva,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000008EC48741D3325C401F6360EEE41D1DC0,52,15,2023-05-17 01:43:11,"{""lla"": {""lat"": -7.279193615563358, ""lng"": 112.79414404161612}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 19.59899660146081, ""coordinate"": {""x"": 7.946171531518502, ""y"": -368.0143946829208, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwthxdxn0sq05rddfhmy,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000099ACFFBD2325C4001803A1CDC1D1DC0,52,15,2023-05-17 01:43:12,"{""lla"": {""lat"": -7.279159966536068, ""lng"": 112.79412741921712}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 20.82393388905211, ""coordinate"": {""x"": 6.112725242053942, ""y"": -364.2727602283751, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwthz6f4q10qhcretzyr,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000836F17B6D2325C40E39C144AD31D1DC0,52,15,2023-05-17 01:43:13,"{""lla"": {""lat"": -7.279126317508777, ""lng"": 112.79411079681812}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 22.048871176643413, ""coordinate"": {""x"": 4.2792789544370295, ""y"": -360.5311260555956, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwtr4ang037gh1r5r4ay,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000FE445F70D2325C40C4B9EE77CA1D1DC0,52,15,2023-05-17 01:43:14,"{""lla"": {""lat"": -7.279092668481487, ""lng"": 112.79409417441914}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 23.273808464234712, ""coordinate"": {""x"": 2.445832666820117, ""y"": -356.789492163081, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwtr748a17szvqxwak4a,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000F4EFEEE4D1325C4087F3A2D3B81D1DC0,52,15,2023-05-17 01:43:16,"{""lla"": {""lat"": -7.279025370426908, ""lng"": 112.79406092962115}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 25.72368303941731, ""coordinate"": {""x"": -1.2210599102613553, ""y"": -349.30622521711445, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwtrmhp7dxxk5hch9ncn,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000791AA72AD2325C40A6D6C8A5C11D1DC0,52,15,2023-05-17 01:43:15,"{""lla"": {""lat"": -7.279059019454197, ""lng"": 112.79407755202014}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 24.49874575182601, ""coordinate"": {""x"": 0.6123863755079106, ""y"": -353.0478585489837, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwtygstnkrps5y1r0kza,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000E99A7E59D1325C404B2D572FA71D1DC0,52,15,2023-05-17 01:43:18,"{""lla"": {""lat"": -7.278958072372327, ""lng"": 112.79402768482316}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 28.173557614599915, ""coordinate"": {""x"": -4.887952487342828, ""y"": -341.8229593970576, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwtymgc4rwkr28498c2f,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000006FC5369FD1325C4069107D01B01D1DC0,52,15,2023-05-17 01:43:17,"{""lla"": {""lat"": -7.278991721399617, ""lng"": 112.79404430722217}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 26.948620327008616, ""coordinate"": {""x"": -3.054506197878268, ""y"": -345.5645921670113, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwtzxr4wrrsh4vq8m8md,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000006470C613D1325C402C4A315D9E1D1DC0,52,15,2023-05-17 01:43:19,"{""lla"": {""lat"": -7.278924423345037, ""lng"": 112.79401106242418}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 29.398494902191217, ""coordinate"": {""x"": -6.721398773112093, ""y"": -338.0813269067915, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwv53j62m7wxarzyd0zj,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000191E5688D0325C406084E5B88C1D1DC0,52,15,2023-05-17 01:43:21,"{""lla"": {""lat"": -7.278857125290457, ""lng"": 112.7939778176262}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 31.848369477373815, ""coordinate"": {""x"": -10.388291350193564, ""y"": -330.598062769941, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwv5bq7ss53mjf8ns0f4,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000009F480ECED0325C400E670B8B951D1DC0,52,15,2023-05-17 01:43:20,"{""lla"": {""lat"": -7.278890774317747, ""lng"": 112.7939944400252}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 30.62343218978252, ""coordinate"": {""x"": -8.554845062576653, ""y"": -334.3396946973677, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwv658feasvm0hpnnbm4,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000094F39D42D0325C4041A1BFE6831D1DC0,52,15,2023-05-17 01:43:22,"{""lla"": {""lat"": -7.278823476263167, ""lng"": 112.7939611952272}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 33.07330676496512, ""coordinate"": {""x"": -12.221737639658125, ""y"": -326.856431121047, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvb4nd9pk3xxh2bm5x0,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000000FC9E5FCCF325C4023BE99147B1D1DC0,52,15,2023-05-17 01:43:23,"{""lla"": {""lat"": -7.278789827235876, ""lng"": 112.7939445728282}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 34.29824405255642, ""coordinate"": {""x"": -14.055183925427391, ""y"": -323.1147997534573, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvcpkavfwbjfgeypvwb,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000008A9E2DB7CF325C4005DB7342721D1DC0,52,15,2023-05-17 01:43:24,"{""lla"": {""lat"": -7.278756178208586, ""lng"": 112.7939279504292}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 35.52318134014772, ""coordinate"": {""x"": -15.888630216739598, ""y"": -319.3731686676337, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvcwq1gra2vypwt01x1,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000005747571CF325C40E6F74D70691D1DC0,52,15,2023-05-17 01:43:25,"{""lla"": {""lat"": -7.278722529181296, ""lng"": 112.79391132803022}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 36.74811862773902, ""coordinate"": {""x"": -17.722076502508862, ""y"": -315.63153786369173, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvj9fmhadeq3g62bfpq,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000007F49BD2BCF325C40C814289E601D1DC0,52,15,2023-05-17 01:43:26,"{""lla"": {""lat"": -7.278688880154005, ""lng"": 112.79389470563125}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 37.97305591533032, ""coordinate"": {""x"": -19.555522791973424, ""y"": -311.88990733597296, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvjq8rat1tj56tma0g0,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000FA1E05E6CE325C40A93102CC571D1DC0,52,15,2023-05-17 01:43:27,"{""lla"": {""lat"": -7.278655231126716, ""lng"": 112.79387808323224}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 39.19799320292162, ""coordinate"": {""x"": -21.388969079590336, ""y"": -308.1482770925609, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvjwd7236nb96qtkhs6,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000075F44CA0CE325C408B4EDCF94E1D1DC0,52,15,2023-05-17 01:43:28,"{""lla"": {""lat"": -7.278621582099426, ""lng"": 112.79386146083324}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 40.42293049051292, ""coordinate"": {""x"": -23.222415367207248, ""y"": -304.4066471295292, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvq1sessqh675wj0hp9,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000F0C9945ACE325C406D6BB627461D1DC0,52,15,2023-05-17 01:43:29,"{""lla"": {""lat"": -7.278587933072135, ""lng"": 112.79384483843424}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 41.64786777810422, ""coordinate"": {""x"": -25.05586165482416, ""y"": -300.66501744503023, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvr5gdb0pkyfatxvf9n,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000002AA2DC14CE325C404E8890553D1D1DC0,52,15,2023-05-17 01:43:30,"{""lla"": {""lat"": -7.278554284044845, ""lng"": 112.79382821603524}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 42.87280506569552, ""coordinate"": {""x"": -26.88930794428872, ""y"": -296.9233880432212, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvrjaynfrz59a9b9wbb,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000A57724CFCD325C40A0A56A83341D1DC0,52,15,2023-05-17 01:43:31,"{""lla"": {""lat"": -7.278520635017555, ""lng"": 112.79381159363626}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 44.097742353286826, ""coordinate"": {""x"": -28.722754231905633, ""y"": -293.18175892179266, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvx7wvs09hj1wvfxr2f,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000204D6C89CD325C4082C244B12B1D1DC0,52,15,2023-05-17 01:43:32,"{""lla"": {""lat"": -7.2784869859902654, ""lng"": 112.79379497123728}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 45.32267964087812, ""coordinate"": {""x"": -30.556200519522545, ""y"": -289.44013008132185, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvy9rx2x8rwqq4x6e1w,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000009A22B443CD325C4063DF1EDF221D1DC0,52,15,2023-05-17 01:43:33,"{""lla"": {""lat"": -7.278453336962975, ""lng"": 112.79377834883827}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 46.547616928469424, ""coordinate"": {""x"": -32.38964680713946, ""y"": -285.69850151973026, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwvymwe58tsp34hvhybz,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000015F8FBFDCC325C4045FCF80C1A1D1DC0,52,15,2023-05-17 01:43:34,"{""lla"": {""lat"": -7.278419687935685, ""lng"": 112.79376172643929}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 47.772554216060726, ""coordinate"": {""x"": -34.22309309660402, ""y"": -281.9568732405977, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzww306eey7662x7jy4xp,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000000BA38B72CC325C400836AD68081D1DC0,52,15,2023-05-17 01:43:36,"{""lla"": {""lat"": -7.278352389881104, ""lng"": 112.79372848164132}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 50.22242879124333, ""coordinate"": {""x"": -37.88998567183784, ""y"": -274.4736175218571, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzww30v5bf25zmq44s33n,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000090CD43B8CC325C402719D33A111D1DC0,52,15,2023-05-17 01:43:35,"{""lla"": {""lat"": -7.278386038908395, ""lng"": 112.7937451040403}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 48.99749150365202, ""coordinate"": {""x"": -36.05653938422093, ""y"": -278.21524524184554, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzww4dbq4rd3tg5yj13yj,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000008678D32CCC325C40EA528796FF1C1DC0,52,15,2023-05-17 01:43:37,"{""lla"": {""lat"": -7.278318740853814, ""lng"": 112.79371185924232}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 51.44736607883462, ""coordinate"": {""x"": -39.72343195945476, ""y"": -270.73199008455856, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzww9329jen2295csbssa,01h0knzrcjqrhp2epzf1rce3qx,0x0000000001010000007B2363A1CB325C40AD8C3BF2ED1C1DC0,52,15,2023-05-17 01:43:39,"{""lla"": {""lat"": -7.278251442799234, ""lng"": 112.79367861444432}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 53.89724065401723, ""coordinate"": {""x"": -43.39032453468858, ""y"": -263.2487360522576, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzww9rz6ym3r8drqnsqjg,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000004E1BE7CB325C40CB6F61C4F61C1DC0,52,15,2023-05-17 01:43:38,"{""lla"": {""lat"": -7.2782850918265245, ""lng"": 112.79369523684332}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 52.67230336642593, ""coordinate"": {""x"": -41.55687824891932, ""y"": -266.9903629281024, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwwafby1sm1cx53cex31,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000B6FBAA5BCB325C408FA91520E51C1DC0,52,15,2023-05-17 01:43:40,"{""lla"": {""lat"": -7.278217793771944, ""lng"": 112.79366199204532}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 55.12217794160853, ""coordinate"": {""x"": -45.22377082415314, ""y"": -259.5071094540217, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwwg70ta20rtb4bvx4e0,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000267C828ACA325C40A400A4A9CA1C1DC0,52,15,2023-05-17 01:43:43,"{""lla"": {""lat"": -7.278116846690073, ""lng"": 112.79361212484837}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 58.79698980438243, ""coordinate"": {""x"": -50.72410968885153, ""y"": -248.28223135268237, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwwgdv0755pt9z6n1dye,01h0knzrcjqrhp2epzf1rce3qx,0x000000000101000000ABA63AD0CA325C40C2E3C97BD31C1DC0,52,15,2023-05-17 01:43:42,"{""lla"": {""lat"": -7.278150495717363, ""lng"": 112.79362874724735}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 57.572052516791125, ""coordinate"": {""x"": -48.89066340123461, ""y"": -252.0238571066591, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
01h0knzwwh0hq1c3vsjg8vn1b9,01h0knzrcjqrhp2epzf1rce3qx,0x00000000010100000030D1F215CB325C40E1C6EF4DDC1C1DC0,52,15,2023-05-17 01:43:41,"{""lla"": {""lat"": -7.278184144744654, ""lng"": 112.79364536964634}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 56.34711522919983, ""coordinate"": {""x"": -47.05721711177005, ""y"": -255.76548314032345, ""z"": 52}}",2023-05-17 01:42:59,2023-05-17 01:42:59
